,name,location,bubble,dollars,rating
3,"Liked: fish. Disliked: waitstaff, who were (oddly) performing at a  perfectly perfunctory level. It was like 'yeah, yeah...we're great and know our stuff, you don't and why don't you thank US for serving you!' Oh, and who puts champagne and wine buckets on the floor...More","Cambridge, Massachusetts","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"We had dinner at Radio on the previous evening and I have to say that Kodbyens Fiskebar did unfortunately not manage to exceed the wonderful gastronomic experience we had there. The setting of the restaurant is very cool in the ""meatpacking district"" of Copenhagen and...More","London, England, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,Had a lovely meal of mussels and the cod and chips here but highlight was the choc dessert which was amazing,"Kilkenny, Ireland","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"We dined in this large, industrial space in the meat-packing district on a Sunday evening when there is a special set menu for about DKK300.  During the week it's as well to book unless you want to sit at the bar (not a hardship).  The...More","Washington, DC","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,This restaurant had been recommended to us by a few UK Chefs and also the Chef of noma.  It's a place they hang out when not working and we weren't disappointed.  We managed to get a table at the bar and were greeted by friendly...More,London,"<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"I was here just a week ago, with my job. So I did not pay, or saw the prices. But what I honestly can say, they really have good food. Mussels for starter, so fresh! Then cod for main with lentils and a lot of...More","Stockholm, Sweden","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"The food here is excellent: absolutely fresh fish from Danish seas and fjords. We had mussels and shared the haddock and both dished were really good: simple with focus on the fish, herbs and vegetables. The sparkling wine and the white wine, recommended by the...More","Kolding, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Great restaurant in the meatpacking district of Copenhagen.

Lovely design in an industrial building with a square central bar you can eat at and also tables if you prefer a more formal meal.  Menu was small with only a few choices for starters and main...More","Cardiff, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"We only had one opportunity to go to Fiskebar (Saturday evening) and as the tables were fully booked all night, the only option was to take a chance on one of the non-reservable seats at the bar. Having done this at Rick Stein's gaff in...More",Derbyshire,"<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"A friend from Copenhagen suggested this place and we asked our concierge to book it (and luckily we did - it was packed!!!). The welcome was friendly and staff was attentive, in spite of the large number of people in the restaurant (there wasn't even...More","Brussels, Belgium","<span class=""ui_bubble_rating bubble_30""></span>",,30
3,"We went to the Fiskbar for a special meal and were very disappointed.  Not all bad, the bread that came as we sat down was amazing, and the wine was good.  Starters were ok, but the problems started with the main.  First I had to...More","Tollesbury, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"Really cool atmosphere and good service overall.
The starters were excellent and wonderfully presented. 
Special mention to the lobster bisque which was rich and powerful.
Overall I do recommend this place.","London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"We shared two starters and big portion of mussels. 
Kammmusslor as a starter was ok but the flounder with celeriac, brussels sprouts and kale, smoked marrow, oats and hazelnuts 135,- was mind blowing amazing. It was so good that a we finished it, I was...More",Helsinki,"<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"This place was outstanding all around. Our server was attentive and extremely helpful; she helped us pick the best dishes based on personal preferences--ours and hers--and was absolutely on target.  The excellent bread and the wine came out very quickly. The mussels were best-ever, big...More","New Orleans, Louisiana","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"Can't fault the food here at all and the atmosphere/surroundings are pretty offbeat. The whole Meat Packing District is well worth a night out but I would recommend the food at the Fiskebar.
The fish and chips beats anything I've had before, smoked cod is...More","Wilmslow, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"My husband and I went here last night for a Valentine's Day dinner.  We were looking forward to a seafood treat and we got it. The food was wonderful.  The wine list was extensive, though little (no) guidance was offered on pairing a bottle with...More","Bellevue, Washington","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"Thanks to tripadvisor we found this fantastic place. Probably the best fish chips you ever tasted. And the chocolate dessert... Oh my...

If you visit, remember to visit the unforgettable restrooms!",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
0,The food was fantastic. I tried the oysters and the mussels (it took me to the ocean) as a started and the haddock. Highly recommended!,"Lisbon, Portugal","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"My wife and I went here base on a recommendation from our hotel manager and enjoyed every aspect of it. My wife and I shared the Oyster sampler which was amazing. We have had Oysters in Los Angeles, Seattle and San Francisco and have never...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Placed in  cool/informal location (Market street style/docks ) I enjoyed a great fish Dinner. French Oysters were super fresh and cold starters amazing.  Only Open in the night, I suggest to reserve in advance because restaurant is quite always fully booked. Service was fair talking...More","London, England, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"Enjoyed Fiskebar. A great atmosphere and vibe, informal dining to a very good standard. The central bar added to the buzz of the place. Fish is very fresh and very well cooked. The oysters were the biggest and freshest I have had by some margin,...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"The place is located in an area which seems to be gradually be in process of refurbished warehouses and docks. Not all buildings around are being changed, and the feeling of rustic fisheries or delivery trucks is still in the air. 

On the inside the...More",NY,"<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"good place, in a very interesting area fish industrial complex, the food excelent the service too, nice simple decoration, but expensive. You should try the sea orchin.","Caracas, Venezuela","<span class=""ui_bubble_rating bubble_30""></span>",,30
