,name,location
6,Excellent good value venue in an expensive City.  Great service and menu - not just the burgers many people have mentioned.  Highly recommended - very central off main shopping street.,"Sheffield, United Kingdom"
7,Hip/bar like setting with surprisingly good food. The restaurant is large and the night we were there there was only one server for the entire place making the service very slow. Hopefully the understaffing is not a chronic issue. Very good price point for the...More,Oregon
8,My husband and I had just arrived in Copenhagen. It was--despite being late July--cold and rainy. It was four in the afternoon and we were ready for a good meal. We wandered into Tight and knew immediately we'd made a great choice. We got to...More,North Carolina
9,Awesome food. Really friendly and cool staff.  Will definitely go back when in copenhagen again.,
0,"Okay, they are famous for their hamburger. If you are desperate for a hamburger it may well be the best one in Copenhagen, although probably no better than you'd get at any classy burger joint in a major US city. On the other hand going...More","Seal Beach, California"
1,"We had soup and bruschetta för starters. They both tasted amazing and har just the right size for a starter. As the main course we both ate the tight burger. Our advice: order it! Everything about was absolutely fantastic!

The staff was very polite and...More",
2,"We went here based on the TripAdvisor reviews.  We were not expecting it to be great, but we wanted a decent meal that wasn't prohibitively expensive (not so easy to find in CPH).  

We were pleasantly surprised by the quality of the food and the...More","Cambridge, United Kingdom"
3,"Based on TripAdvisor reviews, we stopped over in Copenhagen and had Tight's burger. We really liked the addition of red cabbage. The beer was wonderful and we had 2 pints each. Friendly waitstaff - we'd go back!","Stockholm, Sweden"
4,"Best burger I've ever had by far-- and I grew up eating all kinds in America. Don't pass this up-- it's positively amazing. (140 DK)
The service was amazing. Joel is a great guy; we really enjoyed talking to him. They also managed a burger...More","Doha, Qatar"
5,"We ate here last night and thought it was great. The mussels were perfectly done in a delicious sauce that everyone at the table used as a dip for bread! Although I don't often have a burger in Europe (I'm not that homesick yet), it's...More","Oakville, Canada"
6,"We searched out Tight because of reviews in Trip Advisor, and it was a winner.  Friendly staff, even on a hectic holiday night. Menu was not huge, but we tried several different appetizers and entrees between us in the group, and were uniformly pleased. Although...More","Madison, Wisconsin"
7,"I went to Tight with a group of colleagues for a farewell dinner. We each had a three course menu, where I got the carpaccio, surf'n'turf and profiteroles for dessert.

The good was nice. I enjoyed everything except the steak for the surf'n'turf could have...More","Copenhagen, Denmark"
8,"Ended up there by accident as we were looking for a cool lunch place in side streets ..... And it was just amazing! Great food (best burger ever), super friendly staff (place is run by a group of really nice French guys) and surprising low...More","Canton of Geneva, Switzerland"
9,"Dont get the hype about this place, the burger is pretty standard!",copenhagen
0,"I really enjoyed the hamburger and drinks at Tight. Being an American, and used to lame approximations of our staples when I travel (extensively), I was pleasantly surprised how good it was . The toppings on the burger, the tasty toasted bun and the meat...More","Princeton, New Jersey"
1,Literally stumbled into this restaurant and managed to get a table in the early evening.  It was completely booked and turning away diners while we were there.  Could best describe the food as great Danish comfort food.  The mussels appetizer was wonderful and the burger...More,"Philadelphia, Pennsylvania"
2,"Excellent burger, lovely Brooklyn lager and friendly service.","Berlin, Germany"
3,"Tight serves very generous portions of delicious food and has great atmosphere and service.

 Tight is owned by three hard working young men devoted to their restaurant so you won't find a traditional woman’s touch but you will find a very clean and well cared...More",Los Gatos
4,"We both had the burger, which was appropriately dubbed ""famous"" on the menu. The service was quick and friendly, and they had a good selection of beer. Would definitely go back on my next trip to Copenhagen.","London, United Kingdom"
5,"We were looking for a place where to bring some customers visiting Scandinavia and had a really pleasant time in TIGHT.
We started with some refreshing cocktails in the Lounge, and enjoyed the chilled ambiance before starting our dinner. One of the waiter which happened...More","Copenhagen, Denmark"
6,We went there with a group of colleagues and had table booked 2 weeks in advance. We were seated at two separate tables and when we talked to the owner and said it would have been decent to at least inform us in advance about...More,"Copenhagen, Denmark"
7,"I went there for lunch and got the hamburger and it was simply amazing! I loved the size of it, the foccaia bread, the potatoes, the bacon - everything! It was a lot of food and I couldnt even finish it all. Would recomment it...More","Bergen, Norway"
8,"Chose this restaurant for a large family celebration based purely on the reviews and menu/prices.  In fairness, the food is really quite good, especially for the price.  They were very helpful when we made our booking, though once at the restaurant, we thought service was...More","Stockholm, Sweden"
9,"Just a fine burger in a backpacker atmosphere, not much more than that.","Lisbon, Portugal"
